username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
MartinOMalley;2016-02-01 18:46;65;228;"15 minutes till doors close. #HoldStrong Iowa!";;;#HoldStrong;"694321036855087104";https://twitter.com/MartinOMalley/status/694321036855087104
MartinOMalley;2016-02-01 09:00;77;234;"Great start to the morning in Waterloo. #holdstrong #iacaucus pic.twitter.com/jYDusKuWGJ";;;#holdstrong #iacaucus;"694173553109798913";https://twitter.com/MartinOMalley/status/694173553109798913
MartinOMalley;2016-02-01 07:30;85;199;"Today is the day to #HoldStrong . #iacaucus";;;#HoldStrong #iacaucus;"694150859853156352";https://twitter.com/MartinOMalley/status/694150859853156352
MartinOMalley;2016-01-31 12:19;103;234;"We need to expand—not cut or “enhance”—Social Security so our seniors can retire in dignity, not poverty. pic.twitter.com/0701UWCboE";;;;"693861052749053953";https://twitter.com/MartinOMalley/status/693861052749053953
